doc_no,doc_type,placement_ref,doc_date,net_amount,currency,modified_at
CRN-200134,CRN,PL-001427,20/07/2024,8253.2,GBP,20/07/2024 16:17
INV-101428,INV,PL-001428,25/05/2024,34752.2,CHF,25/05/2024 08:01
INV-101429,INV,PL-001429,22/04/2024,14086.8,EUR,22/04/2024 07:23
INV-101430,INV,PL-001430,25/04/2024,12895.2,GBP,27/04/2024 14:34
INV-101431,INV,PL-001431,11/06/2024,12367.0,GBP,11/06/2024 07:13
CRN-200135,CRN,PL-001431,06/09/2024,3091.75,GBP,07/09/2024 14:05
INV-101432,INV,PL-001432,12/05/2024,18256.0,GBP,13/05/2024 07:40
CRN-200136,CRN,PL-001432,02/06/2024,18256.0,GBP,04/06/2024 08:59
INV-101433,INV,PL-001433,28/04/2024,13104.0,EUR,29/04/2024 18:42
INV-101434,INV,PL-001434,06/05/2024,13549.0,EUR,07/05/2024 11:12
INV-101435,INV,PL-001435,06/06/2024,114508.7,HKD,06/06/2024 12:24
INV-101436,INV,PL-001436,19/05/2024,25400.6,USD,20/05/2024 17:29
INV-101437,INV,PL-001437,30/05/2024,20186.4,USD,30/05/2024 18:07
INV-101438,INV,PL-001438,06/05/2024,31671.3,USD,07/05/2024 18:02
INV-101439,INV,PL-001439,09/05/2024,24802.3,CHF,09/05/2024 16:57
INV-101440,INV,PL-001440,23/04/2024,13763.2,GBP,25/04/2024 16:17
INV-101441,INV,PL-001441,01/06/2024,18340.0,EUR,01/06/2024 14:19
INV-101442,INV,PL-001442,30/04/2024,17992.2,EUR,02/05/2024 17:44
INV-101443,INV,PL-001443,07/05/2024,27830.2,CHF,09/05/2024 17:51
INV-101444,INV,PL-001444,02/06/2024,147316.9,HKD,03/06/2024 09:24
INV-101445,INV,PL-001445,22/04/2024,12510.6,EUR,22/04/2024 13:33
INV-101446,INV,PL-001446,29/04/2024,39530.4,MYR,29/04/2024 19:16
INV-101447,INV,PL-001447,14/05/2024,16026.4,EUR,14/05/2024 09:00
INV-101448,INV,PL-001448,28/04/2024,18815.1,GBP,28/04/2024 07:21
INV-101449,INV,PL-001449,14/04/2024,25212.6,GBP,15/04/2024 18:51
INV-101450,INV,PL-001450,14/05/2024,18126.0,CHF,15/05/2024 12:24
CRN-200137,CRN,PL-001450,30/07/2024,4531.5,CHF,30/07/2024 08:14
INV-101451,INV,PL-001451,17/04/2024,21965.5,GBP,17/04/2024 14:00
INV-101452,INV,PL-001452,15/05/2024,12651.1,GBP,17/05/2024 16:45
INV-101453,INV,PL-001453,16/05/2024,18934.4,GBP,16/05/2024 15:46
INV-101454,INV,PL-001454,27/04/2024,21254.1,EUR,29/04/2024 09:09
INV-101455,INV,PL-001455,21/04/2024,148217.4,HKD,21/04/2024 13:22
INV-101456,INV,PL-001456,20/05/2024,111318.9,HKD,21/05/2024 16:30
INV-101457,INV,PL-001457,03/05/2024,19559.2,GBP,04/05/2024 14:36
INV-101458,INV,PL-001458,05/06/2024,17853.4,USD,06/06/2024 16:24
CRN-200138,CRN,PL-001458,20/08/2024,4463.35,USD,20/08/2024 15:57
INV-101459,INV,PL-001459,08/06/2024,23504.2,CHF,09/06/2024 08:42
INV-101460,INV,PL-001460,02/06/2024,28198.3,MYR,02/06/2024 13:21
INV-101461,INV,PL-001461,19/05/2024,15435.2,EUR,21/05/2024 15:32
INV-101462,INV,PL-001462,27/05/2024,13799.5,GBP,29/05/2024 19:51
INV-101463,INV,PL-001463,19/05/2024,11817.0,GBP,20/05/2024 16:14
INV-101464,INV,PL-001464,03/05/2024,20904.0,EUR,05/05/2024 11:37
CRN-200139,CRN,PL-001464,19/06/2024,10452.0,EUR,21/06/2024 18:50
INV-101465,INV,PL-001465,16/05/2024,20748.0,EUR,17/05/2024 13:15
INV-101466,INV,PL-001466,17/06/2024,19778.4,GBP,18/06/2024 11:11
INV-101467,INV,PL-001467,12/05/2024,33747.9,CHF,12/05/2024 17:56
INV-101468,INV,PL-001468,20/06/2024,10143.0,GBP,20/06/2024 13:16
CRN-200140,CRN,PL-001468,11/08/2024,5071.5,GBP,11/08/2024 13:02
INV-101469,INV,PL-001469,25/04/2024,13568.0,GBP,26/04/2024 15:40
INV-101470,INV,PL-001470,04/05/2024,17088.8,GBP,06/05/2024 10:05
CRN-200141,CRN,PL-001470,03/06/2024,17088.8,GBP,04/06/2024 13:52
INV-101471,INV,PL-001471,24/05/2024,13911.1,GBP,25/05/2024 13:24
INV-101472,INV,PL-001472,08/05/2024,16362.5,EUR,08/05/2024 14:38
INV-101473,INV,PL-001473,12/06/2024,21863.1,EUR,13/06/2024 19:55
INV-101474,INV,PL-001474,13/05/2024,20723.0,EUR,13/05/2024 12:40
INV-101475,INV,PL-001475,23/05/2024,16209.2,EUR,24/05/2024 13:29
INV-101476,INV,PL-001476,21/05/2024,15973.2,GBP,21/05/2024 15:11
INV-101477,INV,PL-001477,29/04/2024,13994.6,EUR,30/04/2024 13:34
INV-101478,INV,PL-001478,27/05/2024,188316.8,HKD,27/05/2024 13:26
INV-101479,INV,PL-001479,07/05/2024,13984.0,GBP,09/05/2024 20:38
CRN-200142,CRN,PL-001479,28/07/2024,3496.0,GBP,28/07/2024 14:44
INV-101480,INV,PL-001480,03/05/2024,12012.0,EUR,05/05/2024 18:01
INV-101481,INV,PL-001481,15/05/2024,20349.0,SGD,15/05/2024 16:29
INV-101482,INV,PL-001482,19/05/2024,18810.0,GBP,20/05/2024 18:34
INV-101483,INV,PL-001483,03/05/2024,33855.0,USD,03/05/2024 14:07
INV-101484,INV,PL-001484,17/05/2024,17570.0,GBP,18/05/2024 10:07
INV-101485,INV,PL-001485,08/05/2024,22086.4,GBP,09/05/2024 10:20
INV-101486,INV,PL-001486,07/05/2024,16288.4,USD,09/05/2024 12:51
INV-101487,INV,PL-001487,17/06/2024,53226.6,MYR,17/06/2024 07:03
INV-101488,INV,PL-001488,08/06/2024,16920.0,GBP,09/06/2024 17:09
INV-101489,INV,PL-001489,26/05/2024,22736.5,USD,27/05/2024 09:50
CRN-200143,CRN,PL-001489,29/06/2024,11368.25,USD,29/06/2024 10:00
INV-101490,INV,PL-001490,15/06/2024,19402.8,USD,17/06/2024 13:11
INV-101491,INV,PL-001491,17/05/2024,19694.8,GBP,18/05/2024 16:44
INV-101492,INV,PL-001492,21/05/2024,16378.5,EUR,23/05/2024 12:43
INV-101493,INV,PL-001493,18/05/2024,154271.5,HKD,20/05/2024 11:59
INV-101494,INV,PL-001494,15/05/2024,24544.0,GBP,17/05/2024 17:05
INV-101495,INV,PL-001495,23/06/2024,20160.3,SGD,25/06/2024 16:19
INV-101496,INV,PL-001496,11/06/2024,20147.4,GBP,12/06/2024 17:03
INV-101497,INV,PL-001497,22/06/2024,21738.1,USD,23/06/2024 09:45
INV-101498,INV,PL-001498,05/05/2024,24038.0,EUR,07/05/2024 19:13
INV-101499,INV,PL-001499,30/06/2024,11167.7,EUR,02/07/2024 10:08
CRN-200144,CRN,PL-001499,05/09/2024,2791.93,EUR,05/09/2024 18:37
INV-101500,INV,PL-001500,18/06/2024,15798.6,EUR,19/06/2024 19:40
INV-101501,INV,PL-001501,12/06/2024,15502.5,GBP,12/06/2024 12:48
INV-101502,INV,PL-001502,07/05/2024,17461.0,EUR,07/05/2024 17:08
INV-101503,INV,PL-001503,15/06/2024,15699.9,EUR,17/06/2024 19:32
INV-101504,INV,PL-001504,04/05/2024,15696.0,EUR,04/05/2024 18:52
INV-101505,INV,PL-001505,06/06/2024,31006.3,USD,07/06/2024 11:46
INV-101506,INV,PL-001506,14/05/2024,111680.1,HKD,16/05/2024 14:38
INV-101507,INV,PL-001507,08/05/2024,16896.0,EUR,08/05/2024 20:06
INV-101508,INV,PL-001508,07/05/2024,23890.2,CHF,09/05/2024 15:24
INV-101509,INV,PL-001509,11/06/2024,13898.5,EUR,11/06/2024 20:49
INV-101510,INV,PL-001510,29/05/2024,27324.0,CHF,29/05/2024 14:39
INV-101511,INV,PL-001511,24/05/2024,20966.0,EUR,25/05/2024 19:44
INV-101512,INV,PL-001512,10/06/2024,22693.5,USD,12/06/2024 14:44
CRN-200145,CRN,PL-001512,26/06/2024,22693.5,USD,28/06/2024 18:00
INV-101513,INV,PL-001513,27/05/2024,13079.5,EUR,27/05/2024 18:06
INV-101514,INV,PL-001514,29/05/2024,14061.6,GBP,31/05/2024 11:03
INV-101515,INV,PL-001515,18/05/2024,18261.9,EUR,20/05/2024 11:37
INV-101516,INV,PL-001516,26/05/2024,15429.0,GBP,26/05/2024 16:03
INV-101517,INV,PL-001517,20/05/2024,12988.0,GBP,21/05/2024 12:57
INV-101518,INV,PL-001518,21/06/2024,19365.1,GBP,22/06/2024 10:30
INV-101519,INV,PL-001519,14/06/2024,15484.5,EUR,14/06/2024 13:57
INV-101520,INV,PL-001520,30/05/2024,12444.0,GBP,30/05/2024 07:10
INV-101521,INV,PL-001521,26/05/2024,12654.6,EUR,28/05/2024 14:31
INV-101522,INV,PL-001522,16/06/2024,11813.7,GBP,18/06/2024 17:08
INV-101523,INV,PL-001523,14/05/2024,11628.0,GBP,15/05/2024 07:40
INV-101524,INV,PL-001524,30/06/2024,16080.0,GBP,30/06/2024 15:07
INV-101525,INV,PL-001525,17/06/2024,20476.4,GBP,17/06/2024 13:17
INV-101526,INV,PL-001526,03/06/2024,24231.3,USD,04/06/2024 14:39
INV-101527,INV,PL-001527,19/06/2024,25902.8,SGD,20/06/2024 08:00
INV-101528,INV,PL-001528,30/05/2024,19706.4,USD,30/05/2024 19:31
INV-101529,INV,PL-001529,12/05/2024,132459.3,HKD,14/05/2024 10:08
INV-101530,INV,PL-001530,19/06/2024,29133.0,CHF,19/06/2024 10:33
INV-101531,INV,PL-001531,27/05/2024,31899.0,USD,27/05/2024 12:47
INV-101532,INV,PL-001532,02/06/2024,15584.8,EUR,02/06/2024 07:46
CRN-200146,CRN,PL-001532,14/07/2024,7792.4,EUR,15/07/2024 18:08
INV-101533,INV,PL-001533,20/05/2024,12326.4,GBP,21/05/2024 16:29
INV-101534,INV,PL-001534,17/06/2024,23595.6,EUR,17/06/2024 16:52
INV-101535,INV,PL-001535,03/06/2024,32231.0,MYR,03/06/2024 19:20
INV-101536,INV,PL-001536,24/06/2024,27860.4,USD,24/06/2024 11:05
INV-101537,INV,PL-001537,14/06/2024,14288.4,GBP,14/06/2024 15:43
INV-101538,INV,PL-001538,22/05/2024,20349.6,EUR,23/05/2024 14:49
INV-101539,INV,PL-001539,05/06/2024,9442.8,EUR,05/06/2024 17:55
INV-101540,INV,PL-001540,17/05/2024,17379.4,EUR,18/05/2024 20:40
INV-101541,INV,PL-001541,19/05/2024,12151.2,GBP,20/05/2024 11:41
INV-101542,INV,PL-001542,19/05/2024,11205.6,EUR,19/05/2024 12:50
INV-101543,INV,PL-001543,12/06/2024,18176.4,EUR,12/06/2024 14:29
INV-101544,INV,PL-001544,17/06/2024,25380.0,GBP,19/06/2024 17:48
INV-101545,INV,PL-001545,26/05/2024,19260.0,GBP,26/05/2024 10:57
INV-101546,INV,PL-001546,29/05/2024,11445.0,GBP,31/05/2024 19:05
INV-101547,INV,PL-001547,31/05/2024,26321.1,CHF,02/06/2024 12:17
INV-101548,INV,PL-001548,08/07/2024,12152.0,EUR,09/07/2024 19:22
CRN-200147,CRN,PL-001548,17/07/2024,12152.0,EUR,19/07/2024 19:47
INV-101549,INV,PL-001549,15/05/2024,20223.9,GBP,17/05/2024 19:42
INV-101550,INV,PL-001550,29/05/2024,25928.4,USD,29/05/2024 16:15
INV-101551,INV,PL-001551,17/06/2024,15340.8,EUR,19/06/2024 09:00
CRN-200148,CRN,PL-001551,02/09/2024,3835.2,EUR,04/09/2024 18:07
INV-101552,INV,PL-001552,28/06/2024,20187.8,GBP,28/06/2024 11:39
CRN-200149,CRN,PL-001552,14/08/2024,10093.9,GBP,14/08/2024 15:16
INV-101553,INV,PL-001553,21/06/2024,14934.2,GBP,22/06/2024 14:41
INV-101554,INV,PL-001554,18/06/2024,24142.5,GBP,18/06/2024 12:44
INV-101555,INV,PL-001555,20/06/2024,30225.0,USD,20/06/2024 07:16
INV-101556,INV,PL-001556,05/07/2024,22323.6,GBP,07/07/2024 18:29
INV-101557,INV,PL-001557,21/06/2024,13698.3,GBP,23/06/2024 10:30
INV-101558,INV,PL-001558,28/06/2024,14198.4,EUR,29/06/2024 09:59
INV-101559,INV,PL-001559,22/05/2024,21414.9,EUR,24/05/2024 09:04
INV-101560,INV,PL-001560,20/06/2024,11794.3,GBP,22/06/2024 16:26
INV-101561,INV,PL-001561,01/07/2024,15662.5,EUR,02/07/2024 09:04
INV-101562,INV,PL-001562,02/07/2024,23380.5,SGD,03/07/2024 18:27
INV-101563,INV,PL-001563,18/06/2024,30877.5,USD,19/06/2024 12:41
INV-101564,INV,PL-001564,30/05/2024,17476.2,GBP,01/06/2024 18:27
CRN-200150,CRN,PL-001564,17/06/2024,17476.2,GBP,17/06/2024 20:08
INV-101565,INV,PL-001565,22/05/2024,15731.1,EUR,24/05/2024 16:51
INV-101566,INV,PL-001566,02/07/2024,23842.0,SGD,03/07/2024 08:12
INV-101567,INV,PL-001567,30/06/2024,14208.6,EUR,30/06/2024 08:41
INV-101568,INV,PL-001568,22/05/2024,26450.4,USD,24/05/2024 18:45
INV-101569,INV,PL-001569,30/05/2024,32868.6,USD,01/06/2024 14:07
INV-101570,INV,PL-001570,23/05/2024,17045.1,EUR,23/05/2024 16:51
INV-101571,INV,PL-001571,10/07/2024,28089.1,SGD,10/07/2024 17:07
INV-101572,INV,PL-001572,16/06/2024,22491.9,MYR,18/06/2024 07:30
INV-101573,INV,PL-001573,06/07/2024,13731.3,GBP,06/07/2024 16:18
INV-101574,INV,PL-001574,09/07/2024,20512.8,CHF,09/07/2024 12:09
INV-101575,INV,PL-001575,21/06/2024,17056.2,GBP,22/06/2024 19:54
INV-101576,INV,PL-001576,19/07/2024,24669.8,USD,19/07/2024 11:15
INV-101577,INV,PL-001577,07/07/2024,12965.4,EUR,09/07/2024 19:28
INV-101578,INV,PL-001578,24/06/2024,16858.6,CHF,24/06/2024 07:58
INV-101579,INV,PL-001579,01/06/2024,24505.6,USD,01/06/2024 15:04
INV-101580,INV,PL-001580,07/07/2024,17829.6,EUR,07/07/2024 14:58
INV-101581,INV,PL-001581,07/06/2024,21086.5,USD,08/06/2024 07:48
INV-101582,INV,PL-001582,21/07/2024,16397.6,GBP,23/07/2024 14:46
INV-101583,INV,PL-001583,07/07/2024,21520.8,USD,09/07/2024 09:34
INV-101584,INV,PL-001584,19/06/2024,13674.9,GBP,20/06/2024 17:30
INV-101585,INV,PL-001585,15/06/2024,28512.8,CHF,16/06/2024 14:30
INV-101586,INV,PL-001586,31/05/2024,9843.7,EUR,02/06/2024 14:02
INV-101587,INV,PL-001587,29/06/2024,193169.8,HKD,01/07/2024 19:42
INV-101588,INV,PL-001588,09/07/2024,16761.0,USD,09/07/2024 12:49
INV-101589,INV,PL-001589,05/07/2024,12652.2,EUR,06/07/2024 11:51
INV-101590,INV,PL-001590,08/06/2024,35733.0,USD,09/06/2024 12:53
INV-101591,INV,PL-001591,02/07/2024,13122.2,GBP,03/07/2024 12:46
INV-101592,INV,PL-001592,06/07/2024,12334.2,EUR,06/07/2024 07:33
INV-101593,INV,PL-001593,23/05/2024,12534.5,EUR,24/05/2024 15:14
INV-101594,INV,PL-001594,10/06/2024,15913.1,GBP,12/06/2024 14:07
INV-101595,INV,PL-001595,29/05/2024,11089.3,EUR,30/05/2024 19:53
INV-101596,INV,PL-001596,22/06/2024,13355.1,EUR,24/06/2024 12:19
INV-101597,INV,PL-001597,30/06/2024,24369.8,USD,01/07/2024 12:36
INV-101598,INV,PL-001598,19/07/2024,25510.2,CHF,19/07/2024 14:09
INV-101599,INV,PL-001599,19/06/2024,19232.4,EUR,20/06/2024 15:34
INV-101600,INV,PL-001600,10/06/2024,15497.6,GBP,11/06/2024 19:40
INV-101601,INV,PL-001601,06/06/2024,20863.8,EUR,08/06/2024 08:44
INV-101602,INV,PL-001602,21/07/2024,23669.1,EUR,21/07/2024 19:01
CRN-200151,CRN,PL-001602,17/08/2024,23669.1,EUR,18/08/2024 08:51
INV-101603,INV,PL-001603,21/06/2024,30014.2,GBP,21/06/2024 15:52
CRN-200152,CRN,PL-001603,23/07/2024,30014.2,GBP,25/07/2024 14:32
INV-101604,INV,PL-001604,08/06/2024,26395.8,SGD,08/06/2024 20:17
INV-101605,INV,PL-001605,09/06/2024,22763.0,USD,11/06/2024 17:03
INV-101606,INV,PL-001606,11/06/2024,15432.6,GBP,11/06/2024 14:35
INV-101607,INV,PL-001607,10/06/2024,14672.7,GBP,10/06/2024 19:28
CRN-200153,CRN,PL-001607,26/08/2024,3668.18,GBP,28/08/2024 08:11
INV-101608,INV,PL-001608,16/07/2024,140556.9,HKD,17/07/2024 17:56
INV-101609,INV,PL-001609,20/07/2024,18715.4,EUR,22/07/2024 11:07
INV-101610,INV,PL-001610,30/05/2024,45936.0,USD,31/05/2024 07:18
INV-101611,INV,PL-001611,02/06/2024,30292.6,USD,03/06/2024 11:58
INV-101612,INV,PL-001612,09/07/2024,18643.8,GBP,11/07/2024 18:51
INV-101613,INV,PL-001613,10/07/2024,116012.0,HKD,12/07/2024 10:14
INV-101614,INV,PL-001614,11/07/2024,16391.0,EUR,12/07/2024 11:44
INV-101615,INV,PL-001615,09/07/2024,24021.9,CHF,11/07/2024 08:07
INV-101616,INV,PL-001616,19/07/2024,15537.2,GBP,20/07/2024 07:17
CRN-200154,CRN,PL-001616,23/08/2024,7768.6,GBP,23/08/2024 07:23
INV-101617,INV,PL-001617,13/06/2024,18557.4,USD,13/06/2024 18:48
INV-101618,INV,PL-001618,14/06/2024,15052.8,GBP,14/06/2024 18:14
INV-101619,INV,PL-001619,23/06/2024,20032.0,EUR,23/06/2024 14:29
INV-101620,INV,PL-001620,10/06/2024,25954.8,USD,11/06/2024 18:42
INV-101621,INV,PL-001621,28/07/2024,13855.6,GBP,30/07/2024 18:21
INV-101622,INV,PL-001622,19/07/2024,18339.6,EUR,21/07/2024 11:04
INV-101623,INV,PL-001623,11/07/2024,23595.0,CHF,13/07/2024 10:44
INV-101624,INV,PL-001624,28/06/2024,24019.3,CHF,30/06/2024 14:37
INV-101625,INV,PL-001625,02/06/2024,20258.3,GBP,04/06/2024 12:14
INV-101626,INV,PL-001626,26/06/2024,19604.4,GBP,28/06/2024 11:35
INV-101627,INV,PL-001627,10/07/2024,22490.7,GBP,12/07/2024 17:43
INV-101628,INV,PL-001628,09/07/2024,26778.2,USD,10/07/2024 07:28
INV-101629,INV,PL-001629,08/07/2024,12954.9,EUR,09/07/2024 07:09
INV-101630,INV,PL-001630,15/06/2024,11059.1,GBP,15/06/2024 10:23
INV-101631,INV,PL-001631,15/07/2024,16297.6,EUR,16/07/2024 09:01
INV-101632,INV,PL-001632,10/07/2024,18018.0,EUR,12/07/2024 16:04
INV-101633,INV,PL-001633,16/06/2024,20200.5,GBP,18/06/2024 19:07
INV-101634,INV,PL-001634,17/07/2024,10873.2,EUR,18/07/2024 10:23
INV-101635,INV,PL-001635,10/07/2024,18515.2,GBP,10/07/2024 17:42
INV-101636,INV,PL-001636,09/06/2024,15129.8,GBP,10/06/2024 19:17
INV-101637,INV,PL-001637,24/06/2024,11673.6,EUR,26/06/2024 12:37
CRN-200155,CRN,PL-001637,05/09/2024,2918.4,EUR,07/09/2024 12:00
INV-101638,INV,PL-001638,17/06/2024,31561.2,USD,17/06/2024 11:20
INV-101639,INV,PL-001639,28/07/2024,25790.4,CHF,30/07/2024 08:55
INV-101640,INV,PL-001640,07/07/2024,20563.2,EUR,09/07/2024 19:13
INV-101641,INV,PL-001641,21/07/2024,168792.0,HKD,21/07/2024 14:01
INV-101642,INV,PL-001642,24/07/2024,16729.7,EUR,24/07/2024 14:28
INV-101643,INV,PL-001643,08/07/2024,9751.5,GBP,09/07/2024 09:28
INV-101644,INV,PL-001644,12/06/2024,9592.8,EUR,14/06/2024 17:32
INV-101645,INV,PL-001645,29/06/2024,21613.2,CHF,01/07/2024 13:22
INV-101646,INV,PL-001646,17/07/2024,22768.8,EUR,18/07/2024 16:28
INV-101647,INV,PL-001647,14/07/2024,22195.8,MYR,15/07/2024 13:02
INV-101648,INV,PL-001648,19/07/2024,14832.0,GBP,21/07/2024 17:06
INV-101649,INV,PL-001649,23/07/2024,27682.2,USD,23/07/2024 20:07
INV-101650,INV,PL-001650,17/06/2024,25537.6,MYR,17/06/2024 10:29
INV-101651,INV,PL-001651,27/06/2024,12426.4,EUR,28/06/2024 15:54
INV-101652,INV,PL-001652,27/07/2024,33784.4,SGD,29/07/2024 12:14
INV-101653,INV,PL-001653,25/06/2024,13124.0,EUR,26/06/2024 09:41
INV-101654,INV,PL-001654,20/07/2024,12083.5,EUR,21/07/2024 17:38
INV-101655,INV,PL-001655,25/07/2024,19996.2,CHF,25/07/2024 10:56
INV-101656,INV,PL-001656,25/06/2024,26441.8,USD,26/06/2024 18:49
INV-101657,INV,PL-001657,13/07/2024,11577.0,USD,15/07/2024 15:49
INV-101658,INV,PL-001658,01/08/2024,31203.7,USD,03/08/2024 11:58
INV-101659,INV,PL-001659,19/06/2024,20702.0,GBP,20/06/2024 09:13
INV-101660,INV,PL-001660,08/07/2024,31938.9,CHF,08/07/2024 07:54
INV-101661,INV,PL-001661,21/06/2024,112966.9,HKD,22/06/2024 20:24
CRN-200156,CRN,PL-001661,10/07/2024,112966.9,HKD,11/07/2024 13:10
INV-101662,INV,PL-001662,25/07/2024,14474.4,GBP,26/07/2024 15:38
INV-101663,INV,PL-001663,05/08/2024,23529.6,USD,06/08/2024 15:58
INV-101664,INV,PL-001664,26/06/2024,144211.2,HKD,27/06/2024 14:38
INV-101665,INV,PL-001665,06/07/2024,18703.5,CHF,06/07/2024 11:55
INV-101666,INV,PL-001666,25/07/2024,16254.0,EUR,26/07/2024 08:57
INV-101667,INV,PL-001667,28/07/2024,22943.7,EUR,28/07/2024 08:08
INV-101668,INV,PL-001668,01/07/2024,29556.8,USD,03/07/2024 18:11
INV-101669,INV,PL-001669,15/07/2024,15833.7,EUR,15/07/2024 18:23
INV-101670,INV,PL-001670,17/07/2024,15372.9,EUR,19/07/2024 14:52
INV-101671,INV,PL-001671,24/07/2024,31246.8,MYR,25/07/2024 11:01
CRN-200157,CRN,PL-001671,18/10/2024,7811.7,MYR,20/10/2024 13:08
INV-101672,INV,PL-001672,21/07/2024,12028.8,USD,22/07/2024 18:12
INV-101673,INV,PL-001673,05/08/2024,10448.6,EUR,05/08/2024 13:18
INV-101674,INV,PL-001674,15/08/2024,15884.4,EUR,16/08/2024 15:45
INV-101675,INV,PL-001675,29/06/2024,14263.0,GBP,29/06/2024 17:28
INV-101676,INV,PL-001676,03/08/2024,21324.8,GBP,04/08/2024 15:58
INV-101677,INV,PL-001677,28/06/2024,20828.2,EUR,28/06/2024 14:36
INV-101678,INV,PL-001678,09/08/2024,11407.5,EUR,10/08/2024 19:16
INV-101679,INV,PL-001679,12/08/2024,13759.2,EUR,14/08/2024 18:09
INV-101680,INV,PL-001680,09/07/2024,16268.0,GBP,09/07/2024 09:27
INV-101681,INV,PL-001681,10/07/2024,15215.2,EUR,12/07/2024 18:14
CRN-200158,CRN,PL-001681,18/07/2024,15215.2,EUR,20/07/2024 17:13
INV-101682,INV,PL-001682,13/08/2024,20280.6,SGD,15/08/2024 09:18
INV-101683,INV,PL-001683,27/07/2024,154561.3,HKD,27/07/2024 15:04
INV-101684,INV,PL-001684,14/07/2024,15114.0,GBP,14/07/2024 13:57
INV-101685,INV,PL-001685,09/07/2024,27518.4,GBP,10/07/2024 08:30
INV-101686,INV,PL-001686,01/08/2024,13497.6,EUR,02/08/2024 08:58
INV-101687,INV,PL-001687,22/06/2024,15252.0,EUR,23/06/2024 12:50
INV-101688,INV,PL-001688,30/06/2024,22304.0,EUR,02/07/2024 09:19
INV-101689,INV,PL-001689,27/07/2024,23732.7,GBP,28/07/2024 07:29
INV-101690,INV,PL-001690,01/07/2024,17052.0,EUR,03/07/2024 12:41
INV-101691,INV,PL-001691,09/08/2024,16960.8,EUR,11/08/2024 13:15
INV-101692,INV,PL-001692,18/08/2024,34632.6,MYR,20/08/2024 08:55
INV-101693,INV,PL-001693,19/08/2024,32216.4,MYR,20/08/2024 17:28
INV-101694,INV,PL-001694,27/07/2024,15184.8,USD,27/07/2024 13:30
INV-101695,INV,PL-001695,14/08/2024,160019.4,HKD,15/08/2024 10:15
INV-101696,INV,PL-001696,14/08/2024,11800.3,GBP,16/08/2024 20:29
CRN-200159,CRN,PL-001696,21/09/2024,5900.15,GBP,22/09/2024 20:19
INV-101697,INV,PL-001697,08/08/2024,19045.6,EUR,08/08/2024 11:06
INV-101698,INV,PL-001698,09/08/2024,14039.2,GBP,11/08/2024 19:55
INV-101699,INV,PL-001699,28/07/2024,12591.8,GBP,28/07/2024 15:53
INV-101700,INV,PL-001700,27/07/2024,21031.2,GBP,28/07/2024 16:23
INV-101701,INV,PL-001701,13/07/2024,16429.8,GBP,13/07/2024 13:57
CRN-200160,CRN,PL-001701,01/08/2024,16429.8,GBP,02/08/2024 14:18
INV-101702,INV,PL-001702,16/07/2024,13067.0,GBP,17/07/2024 14:23
INV-101703,INV,PL-001703,08/07/2024,23212.8,EUR,09/07/2024 11:51
INV-101704,INV,PL-001704,01/08/2024,15096.0,GBP,02/08/2024 07:41
CRN-200161,CRN,PL-001704,25/10/2024,3774.0,GBP,26/10/2024 12:41
INV-101705,INV,PL-001705,24/07/2024,26994.3,GBP,25/07/2024 14:46
INV-101706,INV,PL-001706,28/07/2024,22897.5,USD,29/07/2024 07:45
INV-101707,INV,PL-001707,15/08/2024,10230.0,GBP,15/08/2024 16:39
INV-101708,INV,PL-001708,13/08/2024,15259.2,GBP,14/08/2024 20:23
INV-101709,INV,PL-001709,03/07/2024,18143.1,EUR,05/07/2024 19:22
INV-101710,INV,PL-001710,14/07/2024,14820.0,GBP,15/07/2024 16:42
CRN-200162,CRN,PL-001710,03/09/2024,7410.0,GBP,05/09/2024 12:45
INV-101711,INV,PL-001711,11/08/2024,16968.6,EUR,11/08/2024 11:09
INV-101712,INV,PL-001712,27/07/2024,12175.2,GBP,29/07/2024 09:31
INV-101713,INV,PL-001713,24/07/2024,18439.2,GBP,25/07/2024 17:54
INV-101714,INV,PL-001714,16/07/2024,24646.6,CHF,18/07/2024 17:25
INV-101715,INV,PL-001715,27/08/2024,16850.4,GBP,28/08/2024 19:07
INV-101716,INV,PL-001716,15/08/2024,33384.0,CHF,17/08/2024 14:53
CRN-200163,CRN,PL-001716,10/09/2024,33384.0,CHF,12/09/2024 09:32
INV-101717,INV,PL-001717,27/07/2024,14002.4,EUR,27/07/2024 20:34
INV-101718,INV,PL-001718,23/07/2024,30271.5,GBP,25/07/2024 15:58
INV-101719,INV,PL-001719,11/08/2024,20041.0,GBP,12/08/2024 11:35
INV-101720,INV,PL-001720,17/08/2024,16849.0,EUR,18/08/2024 09:27
INV-101721,INV,PL-001721,08/07/2024,24336.0,USD,10/07/2024 14:21
INV-101722,INV,PL-001722,29/07/2024,30009.3,USD,30/07/2024 12:45
INV-101723,INV,PL-001723,06/08/2024,20243.7,EUR,08/08/2024 16:03
INV-101724,INV,PL-001724,15/07/2024,19960.0,EUR,15/07/2024 11:34
INV-101725,INV,PL-001725,13/07/2024,9246.2,EUR,14/07/2024 14:48
CRN-200164,CRN,PL-001725,11/08/2024,9246.2,EUR,13/08/2024 11:30
INV-101726,INV,PL-001726,31/07/2024,177219.0,HKD,01/08/2024 10:31
INV-101727,INV,PL-001727,30/08/2024,161196.0,HKD,31/08/2024 16:47
INV-101728,INV,PL-001728,07/08/2024,14936.4,GBP,08/08/2024 14:33
